person,personLabel,death_place_ids,death_place_labels,citizenship_ids,citizenship_labels,residence_ids,residence_labels,work_location_ids,work_location_labels,native_language_ids,native_language_labels,spoken_written_language_ids,spoken_written_language_labels,writing_language_ids,writing_language_labels,gender_ids,gender_labels,ethnic_group_ids,ethnic_group_labels,occupation_ids,occupation_labels,notable_work_ids,notable_work_labels,death_coords,writerly_occupation_ids,writerly_occupation_labels,nonwriter_occupation_ids,nonwriter_occupation_labels,notable_work_count,notable_work_genre_ids,notable_work_genre_labels,notable_work_form_ids,notable_work_form_labels,european_label_count,entity_label_languages,european_description_count,entity_description_languages,has_frwiki,has_enwiki,has_dewiki,has_itwiki,has_eswiki,has_plwiki,has_ruwiki,has_ukwiki,has_nlwiki,has_ptwiki,has_svwiki,has_dawiki,wikipedia_sitelink_count
http://www.wikidata.org/entity/Q3297796,Masson de Morvillers,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q49757 | Q901402 | Q36180,poète ou poétesse | géographe | écrivain ou écrivaine,Q1340217,Encyclopédie méthodique,Point(2.352222222222222 48.85666666666667),Q49757 | Q36180,poète ou poétesse | écrivain ou écrivaine,Q901402,géographe,1,,,Q5292,encyclopédie,9,da | de | en | es | fr | it | nl | pt | sv,6,da | en | es | fr | nl | sv,True,False,False,False,True,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q3298614,Mathieu-Guillaume-Thérèse Villenave,Q12191 | Q90,Nantes | Paris,Q142,France,,,Q90,Paris,,,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q1930187 | Q333634 | Q185351 | Q6051619 | Q18120029 | Q49757 | Q3243461,écrivain ou écrivaine | journaliste | traducteur ou traductrice | juriste | publiciste | bibliophile | poète ou poétesse | collectionneur ou collectionneuse,,,Point(-1.5538888888889 47.217222222222) | Point(2.352222222222222 48.85666666666667),Q36180 | Q1930187 | Q6051619 | Q49757,écrivain ou écrivaine | journaliste | publiciste | poète ou poétesse,Q333634 | Q185351 | Q18120029 | Q3243461,traducteur ou traductrice | juriste | bibliophile | collectionneur ou collectionneuse,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,8,en | es | fr | it | nl | pt | ru | uk,True,False,False,False,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q3298617,Mathieu-François Pidansat de Mairobert,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q1930187 | Q36180,journaliste | écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q1930187 | Q36180,journaliste | écrivain ou écrivaine,,,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,8,de | en | es | fr | it | nl | pt | uk,True,True,True,True,True,False,False,False,False,False,False,False,8
http://www.wikidata.org/entity/Q3298629,Mathieu Anibert,Q48292,Arles,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q49757 | Q40348,poète ou poétesse | avocat ou avocate,,,Point(4.6286111111111 43.676944444444),Q49757,poète ou poétesse,Q40348,avocat ou avocate,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,9,da | en | es | fr | it | nl | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3299001,Mathurin-Joseph Boullault,Q12191,Nantes,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q214917 | Q6625963 | Q49757,dramaturge | romancier ou romancière | poète ou poétesse,,,Point(-1.5538888888889 47.217222222222),Q214917 | Q6625963 | Q49757,dramaturge | romancier ou romancière | poète ou poétesse,,,0,,,,,8,da | de | en | es | fr | it | nl | sv,4,en | es | fr | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3299872,Matthieu Chiniac de La Bastide,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q36180,écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,,,0,,,,,8,da | de | en | es | fr | it | nl | sv,6,en | es | fr | it | nl | pt,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3302963,Mayeur de Saint-Paul,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q214917 | Q2259451 | Q33999,écrivain ou écrivaine | dramaturge | acteur ou actrice de théâtre | acteur ou actrice,,,Point(2.352222222222222 48.85666666666667),Q36180 | Q214917,écrivain ou écrivaine | dramaturge,Q2259451 | Q33999,acteur ou actrice de théâtre | acteur ou actrice,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,5,de | en | fr | it | nl,True,True,True,True,False,False,False,False,False,False,False,False,5
http://www.wikidata.org/entity/Q330879,Abraham von Humbert,Q64,Berlin,Q183,Allemagne,,,Q64 | Q156837 | Q393 | Q776965,Berlin | Kostrzyn nad Odrą | Szczecin | Klaipėda,,,Q188 | Q150,allemand | français,,,Q6581097,masculin,,,Q36180 | Q901 | Q170790 | Q11545923 | Q81096 | Q901402 | Q193391 | Q333634 | Q124569063,écrivain ou écrivaine | scientifique | mathématicien ou mathématicienne | commandant | ingénieur | géographe | diplomate | traducteur ou traductrice | cartographe militaire,,,Point(13.383333333333 52.516666666667),Q36180,écrivain ou écrivaine,Q901 | Q170790 | Q11545923 | Q81096 | Q901402 | Q193391 | Q333634 | Q124569063,scientifique | mathématicien ou mathématicienne | commandant | ingénieur | géographe | diplomate | traducteur ou traductrice | cartographe militaire,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,4,de | en | nl | uk,False,False,True,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3308872,Michel Ange Mangourit,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q193391 | Q36180,diplomate | écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q193391,diplomate,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,8,de | en | es | fr | it | nl | pt | ru,True,True,True,False,False,False,False,False,False,False,False,False,4
http://www.wikidata.org/entity/Q3309518,Michel Duboullay,Q220,Rome,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q8178443 | Q487596,librettiste | dramaturge,,,Point(12.482777777778 41.893055555556),Q8178443 | Q487596,librettiste | dramaturge,,,0,,,,,8,da | de | en | es | fr | it | nl | sv,3,en | fr | nl,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q3310534,Michel Paul Guy de Chabanon,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q14915627 | Q36834 | Q16031530 | Q214917 | Q333634 | Q2468727 | Q49757 | Q6673651,musicologue | compositeur ou compositrice | théoricien ou théoricienne de la musique | dramaturge | traducteur ou traductrice | érudit classique | poète ou poétesse | homme ou femme de lettres,,,Point(2.352222222222222 48.85666666666667),Q214917 | Q49757,dramaturge | poète ou poétesse,Q14915627 | Q36834 | Q16031530 | Q333634 | Q2468727 | Q6673651,musicologue | compositeur ou compositrice | théoricien ou théoricienne de la musique | traducteur ou traductrice | érudit classique | homme ou femme de lettres,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,6,de | en | es | fr | nl | uk,True,True,True,False,False,False,True,False,False,False,False,False,6
http://www.wikidata.org/entity/Q3311139,Michel de Bonneval,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q2490358 | Q8178443 | Q487596,chorégraphe | librettiste | dramaturge,,,Point(2.352222222222222 48.85666666666667),Q8178443 | Q487596,librettiste | dramaturge,Q2490358,chorégraphe,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,2,en | nl,True,True,False,False,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q3339952,Nicolas-Claude Thieriot,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q36180,écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,,,0,,,,,8,da | de | en | es | fr | it | nl | sv,6,en | es | fr | it | nl | pt,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3339960,"Nicolas-Gabriel Clerc, dit Le Clerc",Q2946,château de Versailles,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q39631 | Q36180 | Q202883 | Q201788 | Q1734662,médecin | écrivain ou écrivaine | vétérinaire | historien ou historienne | cartographe,,,Point(2.120277777777778 48.804722222222225),Q36180,écrivain ou écrivaine,Q39631 | Q202883 | Q201788 | Q1734662,médecin | vétérinaire | historien ou historienne | cartographe,0,,,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,6,de | en | es | fr | it | nl,True,False,True,False,False,True,True,True,False,False,False,False,5
http://www.wikidata.org/entity/Q3339962,Nicolas-François Guillard,Q15149908,ancien 11e arrondissement de Paris,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q8178443 | Q214917 | Q49757,librettiste | dramaturge | poète ou poétesse,,,Point(2.332578 48.850555),Q8178443 | Q214917 | Q49757,librettiste | dramaturge | poète ou poétesse,,,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,6,de | en | es | fr | it | nl,True,True,True,True,False,False,False,False,False,False,True,False,5
http://www.wikidata.org/entity/Q3339980,Nicolas-Julien Forgeot,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q8178443 | Q214917 | Q36180,librettiste | dramaturge | écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q8178443 | Q214917 | Q36180,librettiste | dramaturge | écrivain ou écrivaine,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,3,en | fr | nl,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q3339992,Nicolas-Médard Audinot,Q2845758,ancien 6e arrondissement de Paris,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q33999 | Q2629392 | Q214917,acteur ou actrice | marionnettiste | dramaturge,,,Point(2.36375 48.865778),Q214917,dramaturge,Q33999 | Q2629392,acteur ou actrice | marionnettiste,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,8,da | en | es | fr | it | nl | sv | uk,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q3340003,Nicolas-Toussaint Des Essarts,Q15149908,ancien 11e arrondissement de Paris,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q998550 | Q40348 | Q2516866,écrivain ou écrivaine | libraire | avocat ou avocate | éditeur ou éditrice,,,Point(2.332578 48.850555),Q36180,écrivain ou écrivaine,Q998550 | Q40348 | Q2516866,libraire | avocat ou avocate | éditeur ou éditrice,0,,,,,7,de | en | es | fr | it | nl | pt,4,de | en | fr | it,True,True,True,True,False,False,False,False,False,False,False,False,4
http://www.wikidata.org/entity/Q3340111,Nicolas Boindin,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q214917 | Q51598761,dramaturge | censeur royal,,,Point(2.352222222222222 48.85666666666667),Q214917,dramaturge,Q51598761,censeur royal,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,5,de | en | es | it | nl,True,True,True,False,False,False,False,False,False,False,False,False,4
http://www.wikidata.org/entity/Q3340149,Nicolas Bricaire de La Dixmerie,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q36180,écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,,,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,8,en | es | fr | it | nl | pt | ru | uk,True,True,False,False,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q3340309,Nicolas Fallet,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q1930187 | Q214917,journaliste | dramaturge,,,Point(2.352222222222222 48.85666666666667),Q1930187 | Q214917,journaliste | dramaturge,,,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,8,en | es | fr | it | nl | pt | sv | uk,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q3340466,Nicolas Jouin,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q49757,poète ou poétesse,,,Point(2.352222222222222 48.85666666666667),Q49757,poète ou poétesse,,,0,,,,,8,da | de | en | es | fr | it | nl | sv,9,da | en | es | fr | it | nl | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3340484,Nicolas Lalleman,,,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q49757,poète ou poétesse,,,,Q49757,poète ou poétesse,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,9,da | en | es | fr | it | nl | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3340570,Nicolas Jolyclerc,,,Q142,France,Q142,France,,,,,Q150,français,,,Q6581097,masculin,,,Q2374149 | Q36180 | Q2259532,botaniste | écrivain ou écrivaine | clerc,,,,Q36180,écrivain ou écrivaine,Q2374149 | Q2259532,botaniste | clerc,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,5,en | es | fr | it | nl,True,True,False,False,True,False,False,False,False,True,False,False,5
http://www.wikidata.org/entity/Q3340578,Nicolas Massias,Q90,Paris,Q142,France,,,Q1040,Karlsruhe,Q150,français,Q150,français,,,Q6581097,masculin,,,Q193391 | Q36180 | Q4964182,diplomate | écrivain ou écrivaine | philosophe,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q193391 | Q4964182,diplomate | philosophe,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,9,da | en | es | fr | it | nl | pt | sv | uk,True,False,False,False,False,True,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q3340690,Nicolas Ponce,Q90,Paris,Q70972,royaume de France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q15296811 | Q329439 | Q1607826,écrivain ou écrivaine | dessinateur ou dessinatrice | orfèvre graveur ou graveuse | éditeur ou éditrice,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q15296811 | Q329439 | Q1607826,dessinateur ou dessinatrice | orfèvre graveur ou graveuse | éditeur ou éditrice,0,,,,,2,fr | ru,5,de | en | fr | it | nl,True,False,False,True,False,False,True,False,False,False,False,False,4
http://www.wikidata.org/entity/Q3340816,Nicolas Texier de La Boëssière,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q36180 | Q1519593 | Q1231865,écrivain ou écrivaine | maître d'armes | pédagogue,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q1519593 | Q1231865,maître d'armes | pédagogue,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,3,en | fr | nl,True,False,False,False,False,False,False,False,False,True,False,False,2
http://www.wikidata.org/entity/Q3340819,Nicolas Thomas Barthe,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q49757 | Q214917 | Q185351,poète ou poétesse | dramaturge | juriste,,,Point(2.352222222222222 48.85666666666667),Q49757 | Q214917,poète ou poétesse | dramaturge,Q185351,juriste,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,9,da | en | es | fr | it | nl | pt | sv | uk,True,True,False,False,False,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q3340825,Nicolas Thyrel de Boismont,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q432386 | Q36180,prédicateur | écrivain ou écrivaine,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q432386,prédicateur,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,4,de | en | fr | nl,True,True,True,False,True,False,False,False,False,True,False,False,5
http://www.wikidata.org/entity/Q3340917,Nicolas de Béguelin,Q64,Berlin,Q39,Suisse,,,,,,,Q150,français,,,Q6581097,masculin,,,Q39631 | Q36180 | Q170790 | Q185351 | Q4964182,médecin | écrivain ou écrivaine | mathématicien ou mathématicienne | juriste | philosophe,,,Point(13.383333333333 52.516666666667),Q36180,écrivain ou écrivaine,Q39631 | Q170790 | Q185351 | Q4964182,médecin | mathématicien ou mathématicienne | juriste | philosophe,0,,,,,11,da | de | en | es | fr | it | nl | pl | pt | ru | sv,5,de | en | fr | it | nl,True,False,True,True,False,False,True,False,False,False,False,False,5
http://www.wikidata.org/entity/Q3345754,Noël-Étienne Sanadon,Q90,Paris,Q142,France,,,,,Q150,français,Q150 | Q397,français | latin,,,Q6581097,masculin,,,Q49757 | Q333634 | Q17598791 | Q37226,poète ou poétesse | traducteur ou traductrice | latiniste | enseignant ou enseignante,,,Point(2.352222222222222 48.85666666666667),Q49757,poète ou poétesse,Q333634 | Q17598791 | Q37226,traducteur ou traductrice | latiniste | enseignant ou enseignante,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,9,da | en | es | fr | it | nl | pt | sv | uk,True,False,False,False,False,False,True,False,False,False,False,False,2
http://www.wikidata.org/entity/Q3348888,Octavien de Guasco,Q2028,Vérone,Q4948,république de Venise,,,,,,,Q150 | Q652,français | italien,Q150 | Q652,français | italien,Q6581097,masculin,,,Q1104153 | Q11774202 | Q333634 | Q36180,chanoine | essayiste | traducteur ou traductrice | écrivain ou écrivaine,,,Point(10.992777777777778 45.43861111111111),Q11774202 | Q36180,essayiste | écrivain ou écrivaine,Q1104153 | Q333634,chanoine | traducteur ou traductrice,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,5,en | es | fr | it | nl,True,True,False,True,True,False,False,False,False,False,False,False,4
http://www.wikidata.org/entity/Q335060,James Boswell,Q84,Londres,Q161885,royaume de Grande-Bretagne,,,,,,,Q1860 | Q150,anglais | français,Q1860,anglais,Q6581097,masculin,,,Q18939491 | Q36180 | Q40348 | Q864380,diariste | écrivain ou écrivaine | avocat ou avocate | biographe,Q1218644,The Life of Samuel Johnson,Point(-0.1275 51.507222222222),Q18939491 | Q36180 | Q864380,diariste | écrivain ou écrivaine | biographe,Q40348,avocat ou avocate,1,Q36279,biographie,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,8,de | en | es | fr | it | nl | pl | sv,True,True,True,True,True,True,True,True,True,True,True,True,39
http://www.wikidata.org/entity/Q33550,Frédéric II de Prusse,Q1711,Potsdam,Q27306 | Q183,royaume de Prusse | Allemagne,,,Q27509 | Q38872,Europe centrale | Prusse,,,Q188 | Q150,allemand | français,Q188 | Q150,allemand | français,Q6581097,masculin,,,Q1097498 | Q10732476 | Q116 | Q12097 | Q8178443 | Q36834,dirigeant ou dirigeante | collectionneur ou collectionneuse d'œuvres d'art | monarque | roi | librettiste | compositeur ou compositrice,,,Point(13.066666666667 52.4),Q8178443,librettiste,Q1097498 | Q10732476 | Q116 | Q12097 | Q36834,dirigeant ou dirigeante | collectionneur ou collectionneuse d'œuvres d'art | monarque | roi | compositeur ou compositrice,0,,,,,12,da | de | en | es | fr | it | nl | pl | pt | ru | sv | uk,11,da | de | en | es | fr | it | nl | pl | pt | ru | sv,True,True,True,True,True,True,True,True,True,True,True,True,94
http://www.wikidata.org/entity/Q3365028,Birgitte Boye,Q1748,Copenhague,Q756617,Royaume de Danemark,,,,,,,Q9035 | Q1860 | Q150 | Q188,danois | anglais | français | allemand,,,Q6581072,féminin,,,Q13424456,psalmiste,,,Point(12.568888888889 55.676111111111),Q13424456,psalmiste,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,5,da | de | en | nl | sv,False,True,True,False,False,False,False,False,False,False,True,True,7
http://www.wikidata.org/entity/Q3370222,Paul-Alexandre Dulard,,,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q49757,poète ou poétesse,,,,Q49757,poète ou poétesse,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,6,en | es | fr | it | nl | pt,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3370297,Paul-Gédéon Joly de Maïzeroy,Q22690,Metz,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q189290 | Q11774202,officier | essayiste,,,Point(6.1769444444444 49.119722222222),Q11774202,essayiste,Q189290,officier,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,7,de | en | es | fr | it | nl | sv,True,False,False,False,True,False,False,False,False,False,True,False,4
http://www.wikidata.org/entity/Q3370368,Paul-Philippe Gudin de La Brenellerie,Q2845753,ancien 2e arrondissement de Paris,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q214917 | Q864380,dramaturge | biographe,,,Point(2.340506 48.872674),Q214917 | Q864380,dramaturge | biographe,,,0,,,,,8,da | de | en | es | fr | it | nl | sv,5,de | en | fr | it | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3371054,Paul Desforges-Maillard,Q840597,Le Croisic,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q49757,poète ou poétesse,,,Point(-2.5105555555556 47.293055555556),Q49757,poète ou poétesse,,,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,9,da | en | es | fr | it | nl | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3372763,Pauline de Beaumont,Q220,Rome,Q142,France,,,,,,,Q150,français,Q150,français,Q6581072,féminin,,,Q3068305 | Q381353,salonnier ou salonnière | femme de lettres,,,Point(12.482777777778 41.893055555556),Q381353,femme de lettres,Q3068305,salonnier ou salonnière,0,,,,,9,da | de | en | es | fr | it | nl | ru | sv,3,en | fr | nl,True,False,False,False,True,False,False,False,False,False,False,False,2
http://www.wikidata.org/entity/Q3378212,Élie Salomon François Reverdil,Q71,Genève,Q756617 | Q39,Royaume de Danemark | Suisse,,,Q1748 | Q64027,Copenhague | Nyon,,,Q150 | Q9035,français | danois,,,Q6581097,masculin,,,Q1622272 | Q609016 | Q82955 | Q36180 | Q170790,professeur d'université | Hofmeister | personnalité politique | écrivain ou écrivaine | mathématicien ou mathématicienne,,,Point(6.15 46.2),Q36180,écrivain ou écrivaine,Q1622272 | Q609016 | Q82955 | Q170790,professeur d'université | Hofmeister | personnalité politique | mathématicien ou mathématicienne,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,8,da | de | en | fr | it | nl | sv | uk,False,True,True,False,False,False,False,False,False,False,True,True,5
http://www.wikidata.org/entity/Q3379139,Philippe-Antoine Grouvelle,Q696041,Varennes-Jarcy,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q82955 | Q1930187 | Q193391 | Q214917,personnalité politique | journaliste | diplomate | dramaturge,,,Point(2.5597222222222 48.678055555556),Q1930187 | Q214917,journaliste | dramaturge,Q82955 | Q193391,personnalité politique | diplomate,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,7,de | en | fr | it | nl | pl | pt,True,True,False,False,False,False,False,False,False,False,True,True,5
http://www.wikidata.org/entity/Q3380092,Philippe Jules François Mancini,Q90,Paris,Q142,France,,,,,,,Q150,français,,,Q6581097,masculin,,,Q49757,poète ou poétesse,,,Point(2.352222222222222 48.85666666666667),Q49757,poète ou poétesse,,,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,6,en | es | fr | it | nl | pt,True,True,False,True,False,False,False,False,False,False,False,False,6
http://www.wikidata.org/entity/Q3380553,Philippe Poisson,Q60847808,Saint-Germain-en-Laye,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q33999 | Q214917,acteur ou actrice | dramaturge,,,Point(2.0905555555556 48.896388888889),Q214917,dramaturge,Q33999,acteur ou actrice,0,,,,,10,da | de | en | es | fr | it | nl | pt | ru | sv,9,da | de | en | es | fr | it | nl | sv | uk,True,True,True,False,False,False,True,False,False,False,False,False,5
http://www.wikidata.org/entity/Q3382832,Pierre-Anne-Louis de Maton de La Varenne,Q182872,Fontainebleau,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q40348 | Q36180,avocat ou avocate | écrivain ou écrivaine,,,Point(2.7016666666667 48.408888888889),Q36180,écrivain ou écrivaine,Q40348,avocat ou avocate,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,2,en | nl,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3382839,Pierre-Antoine-Augustin de Piis,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q214917 | Q2101758 | Q49757,écrivain ou écrivaine | dramaturge | commissaire de police | poète ou poétesse,,,Point(2.352222222222222 48.85666666666667),Q36180 | Q214917 | Q49757,écrivain ou écrivaine | dramaturge | poète ou poétesse,Q2101758,commissaire de police,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,4,en | fr | it | nl,True,True,False,True,False,False,False,False,False,False,False,False,4
http://www.wikidata.org/entity/Q3382844,Pierre-Antoine Guéroult,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,,,Q6581097,masculin,,,Q1930187 | Q8178443 | Q214917 | Q333634,journaliste | librettiste | dramaturge | traducteur ou traductrice,,,Point(2.352222222222222 48.85666666666667),Q1930187 | Q8178443 | Q214917,journaliste | librettiste | dramaturge,Q333634,traducteur ou traductrice,0,,,,,10,da | de | en | es | fr | it | nl | pl | pt | sv,2,en | nl,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q3382856,Pierre-Antoine de La Place,Q90,Paris,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q36180 | Q214917 | Q333634,écrivain ou écrivaine | dramaturge | traducteur ou traductrice,,,Point(2.352222222222222 48.85666666666667),Q36180 | Q214917,écrivain ou écrivaine | dramaturge,Q333634,traducteur ou traductrice,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,9,de | en | es | fr | it | nl | pt | ru | uk,True,True,True,True,False,False,False,False,False,False,False,False,5
http://www.wikidata.org/entity/Q3382876,Pierre-Augustin Lefèvre de Marcouville,,,Q142,France,,,,,Q150,français,Q150,français,Q150,français,Q6581097,masculin,,,Q8178443 | Q214917,librettiste | dramaturge,,,,Q8178443 | Q214917,librettiste | dramaturge,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,3,en | fr | nl,True,True,False,False,False,False,False,False,False,False,False,False,3
http://www.wikidata.org/entity/Q3382898,Pierre-Charles-François Porquet,Q90,Paris,Q142,France,,,,,,,Q150,français,Q150,français,Q6581097,masculin,,,Q49757,poète ou poétesse,,,Point(2.352222222222222 48.85666666666667),Q49757,poète ou poétesse,,,0,,,,,9,da | de | en | es | fr | it | nl | pt | sv,9,da | en | es | fr | it | nl | pt | sv | uk,True,False,False,False,False,False,False,False,False,False,False,False,1
http://www.wikidata.org/entity/Q3382927,Pierre-Charles Levesque,Q90,Paris,Q142,France,,,Q142,France,,,Q150,français,,,Q6581097,masculin,,,Q333634 | Q201788 | Q121594 | Q36180 | Q18916625,traducteur ou traductrice | historien ou historienne | professeur | écrivain ou écrivaine | helléniste,,,Point(2.352222222222222 48.85666666666667),Q36180,écrivain ou écrivaine,Q333634 | Q201788 | Q121594 | Q18916625,traducteur ou traductrice | historien ou historienne | professeur | helléniste,0,,,,,11,da | de | en | es | fr | it | nl | pt | ru | sv | uk,6,de | en | es | fr | it | nl,True,False,True,False,True,False,True,True,False,False,False,False,5
